sample,module,index,type,trait,ns,functions_added,metadata_added
70,::std::ops,20,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2650,7,4
70,::std::ops,21,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,779,2,1
70,::std::ops,22,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2532,7,4
70,::std::ops,23,::std::ops::RangeToInclusive,::std::cmp::PartialEq,1724,4,2
70,::std::ops,24,::std::ops::RangeToInclusive,::std::cmp::Eq,56,0,0
70,::std::ops,25,::std::ops::RangeToInclusive,::std::cmp::PartialOrd,4396,14,9
70,::std::ops,26,::std::ops::RangeToInclusive,::std::cmp::Ord,2752,8,5
70,::std::ops,27,::std::ops::RangeTo,::std::cmp::PartialEq,1873,4,2
70,::std::ops,28,::std::ops::RangeTo,::std::cmp::Eq,60,0,0
70,::std::ops,29,::std::ops::RangeTo,::std::cmp::PartialOrd,4858,14,9
70,::std::ops,30,::std::ops::RangeTo,::std::cmp::Ord,67707,8,5
70,::std::ops,31,::std::ops::Range,::std::cmp::PartialEq,1770,4,2
70,::std::ops,32,::std::ops::Range,::std::cmp::Eq,52,0,0
70,::std::ops,33,::std::ops::Range,::std::cmp::PartialOrd,5416,14,9
70,::std::ops,34,::std::ops::Range,::std::cmp::Ord,3339,8,5
70,::std::ops,35,::std::ops::RangeIter,::std::iter::Iterator,32516,66,34
70,::std::ops,36,::std::ops::RangeIter,::std::iter::Iterator,28913,66,34
70,::std::ops,37,::std::ops::RangeIter,::std::iter::Iterator,28475,66,34
70,::std::ops,38,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,3305,7,4
70,::std::ops,39,::std::ops::RangeIter,::std::iter::ExactSizeIterator,933,2,1
70,::std::ops,40,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,2690,7,4
70,::std::ops,41,::std::ops::RangeIter,::std::iter::ExactSizeIterator,797,2,1
70,::std::ops,42,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,2436,7,4
70,::std::ops,43,::std::ops::ControlFlow,::std::cmp::PartialEq,57983,4,2
70,::std::ops,44,::std::ops::ControlFlow,::std::cmp::Eq,62,0,0
70,::std::ops,45,::std::ops::ControlFlow,::std::clone::Clone,918,2,1
70,::std::ops,46,::std::ops::Function,::std::clone::Clone,888,2,1
71,::std::iter,0,::std::iter::Rev,::std::iter::Iterator,45157,66,34
71,::std::iter,1,::std::iter::Rev,::std::iter::DoubleEndedIterator,3188,7,4
71,::std::iter,2,::std::iter::Rev,::std::iter::ExactSizeIterator,835,2,1
71,::std::iter,3,::std::iter::Chain,::std::iter::Iterator,29806,66,34
71,::std::iter,4,::std::iter::Chain,::std::iter::DoubleEndedIterator,2866,7,4
71,::std::iter,5,::std::iter::Chain,::std::iter::ExactSizeIterator,778,2,1
71,::std::iter,6,::std::iter::Enumerate,::std::iter::Iterator,40103,66,34
71,::std::iter,7,::std::iter::Enumerate,::std::iter::DoubleEndedIterator,2691,7,4
71,::std::iter,8,::std::iter::Enumerate,::std::iter::ExactSizeIterator,825,2,1
71,::std::iter,9,::std::iter::Filter,::std::iter::Iterator,30228,66,34
71,::std::iter,10,::std::iter::Filter,::std::iter::DoubleEndedIterator,2860,7,4
71,::std::iter,11,::std::iter::Map,::std::iter::Iterator,34798,66,34
71,::std::iter,12,::std::iter::Map,::std::iter::DoubleEndedIterator,2844,7,4
71,::std::iter,13,::std::iter::Map,::std::iter::ExactSizeIterator,1639,2,1
71,::std::iter,14,::std::iter::FilterMap,::std::iter::Iterator,63239,67,35
71,::std::iter,15,::std::iter::FilterMap,::std::iter::DoubleEndedIterator,3383,7,4
71,::std::iter,16,::std::iter::FlatMap,::std::iter::Iterator,26750,66,34
71,::std::iter,17,::std::iter::FlatMap,::std::iter::DoubleEndedIterator,11024,7,4
71,::std::iter,18,::std::iter::Peekable,::std::iter::Iterator,25919,66,34
71,::std::iter,19,::std::iter::Peekable,::std::iter::DoubleEndedIterator,2707,7,4
71,::std::iter,20,::std::iter::Peekable,::std::iter::ExactSizeIterator,797,2,1
71,::std::iter,21,::std::iter::Skip,::std::iter::Iterator,30801,66,34
71,::std::iter,22,::std::iter::Skip,::std::iter::DoubleEndedIterator,3756,7,4
71,::std::iter,23,::std::iter::Skip,::std::iter::ExactSizeIterator,961,2,1
71,::std::iter,24,::std::iter::Take,::std::iter::Iterator,35890,66,34
71,::std::iter,25,::std::iter::Take,::std::iter::DoubleEndedIterator,2577,7,4
71,::std::iter,26,::std::iter::Take,::std::iter::ExactSizeIterator,761,2,1
71,::std::iter,27,::std::iter::Empty,::std::iter::Iterator,40707,66,34
71,::std::iter,28,::std::iter::Empty,::std::iter::DoubleEndedIterator,2445,7,4
71,::std::iter,29,::std::iter::Once,::std::iter::Iterator,42430,66,34
71,::std::iter,30,::std::iter::Once,::std::iter::DoubleEndedIterator,2481,7,4
71,::std::ops,0,::std::ops::RangeFrom,::std::cmp::PartialEq,1856,4,2
71,::std::ops,1,::std::ops::RangeFrom,::std::cmp::Eq,99,0,0
71,::std::ops,2,::std::ops::RangeFrom,::std::cmp::PartialOrd,5444,14,9
71,::std::ops,3,::std::ops::RangeFrom,::std::cmp::Ord,2940,8,5
71,::std::ops,4,::std::ops::RangeFromIter,::std::iter::Iterator,68896,66,34
71,::std::ops,5,::std::ops::RangeFromIter,::std::iter::Iterator,27662,66,34
71,::std::ops,6,::std::ops::RangeFromIter,::std::iter::Iterator,27125,66,34
71,::std::ops,7,::std::ops::RangeFull,::std::cmp::PartialEq,1830,4,2
71,::std::ops,8,::std::ops::RangeFull,::std::cmp::Eq,56,0,0
71,::std::ops,9,::std::ops::RangeFull,::std::cmp::PartialOrd,4778,14,9
71,::std::ops,10,::std::ops::RangeFull,::std::cmp::Ord,2686,8,5
71,::std::ops,11,::std::ops::RangeInclusive,::std::cmp::PartialEq,1726,4,2
71,::std::ops,12,::std::ops::RangeInclusive,::std::cmp::Eq,55,0,0
71,::std::ops,13,::std::ops::RangeInclusive,::std::cmp::PartialOrd,5395,14,9
71,::std::ops,14,::std::ops::RangeInclusive,::std::cmp::Ord,2845,8,5
71,::std::ops,15,::std::ops::RangeInclusiveIter,::std::iter::Iterator,26270,66,34
71,::std::ops,16,::std::ops::RangeInclusiveIter,::std::iter::Iterator,25882,66,34
71,::std::ops,17,::std::ops::RangeInclusiveIter,::std::iter::Iterator,25918,66,34
71,::std::ops,18,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,3515,7,4
71,::std::ops,19,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,858,2,1
71,::std::ops,20,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2564,7,4
71,::std::ops,21,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,811,2,1
71,::std::ops,22,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2615,7,4
71,::std::ops,23,::std::ops::RangeToInclusive,::std::cmp::PartialEq,1708,4,2
71,::std::ops,24,::std::ops::RangeToInclusive,::std::cmp::Eq,59,0,0
71,::std::ops,25,::std::ops::RangeToInclusive,::std::cmp::PartialOrd,4422,14,9
71,::std::ops,26,::std::ops::RangeToInclusive,::std::cmp::Ord,2753,8,5
71,::std::ops,27,::std::ops::RangeTo,::std::cmp::PartialEq,1840,4,2
71,::std::ops,28,::std::ops::RangeTo,::std::cmp::Eq,80,0,0
71,::std::ops,29,::std::ops::RangeTo,::std::cmp::PartialOrd,4874,14,9
71,::std::ops,30,::std::ops::RangeTo,::std::cmp::Ord,69296,8,5
71,::std::ops,31,::std::ops::Range,::std::cmp::PartialEq,1884,4,2
71,::std::ops,32,::std::ops::Range,::std::cmp::Eq,55,0,0
71,::std::ops,33,::std::ops::Range,::std::cmp::PartialOrd,5443,14,9
71,::std::ops,34,::std::ops::Range,::std::cmp::Ord,3357,8,5
71,::std::ops,35,::std::ops::RangeIter,::std::iter::Iterator,30889,66,34
71,::std::ops,36,::std::ops::RangeIter,::std::iter::Iterator,28592,66,34
71,::std::ops,37,::std::ops::RangeIter,::std::iter::Iterator,28488,66,34
71,::std::ops,38,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,3482,7,4
71,::std::ops,39,::std::ops::RangeIter,::std::iter::ExactSizeIterator,958,2,1
71,::std::ops,40,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,2549,7,4
71,::std::ops,41,::std::ops::RangeIter,::std::iter::ExactSizeIterator,799,2,1
71,::std::ops,42,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,2508,7,4
71,::std::ops,43,::std::ops::ControlFlow,::std::cmp::PartialEq,63938,4,2
71,::std::ops,44,::std::ops::ControlFlow,::std::cmp::Eq,71,0,0
71,::std::ops,45,::std::ops::ControlFlow,::std::clone::Clone,984,2,1
71,::std::ops,46,::std::ops::Function,::std::clone::Clone,934,2,1
72,::std::iter,0,::std::iter::Rev,::std::iter::Iterator,66577,66,34
72,::std::iter,1,::std::iter::Rev,::std::iter::DoubleEndedIterator,3248,7,4
72,::std::iter,2,::std::iter::Rev,::std::iter::ExactSizeIterator,837,2,1
72,::std::iter,3,::std::iter::Chain,::std::iter::Iterator,29940,66,34
72,::std::iter,4,::std::iter::Chain,::std::iter::DoubleEndedIterator,2885,7,4
72,::std::iter,5,::std::iter::Chain,::std::iter::ExactSizeIterator,758,2,1
72,::std::iter,6,::std::iter::Enumerate,::std::iter::Iterator,40553,66,34
72,::std::iter,7,::std::iter::Enumerate,::std::iter::DoubleEndedIterator,2699,7,4
72,::std::iter,8,::std::iter::Enumerate,::std::iter::ExactSizeIterator,851,2,1
72,::std::iter,9,::std::iter::Filter,::std::iter::Iterator,29869,66,34
72,::std::iter,10,::std::iter::Filter,::std::iter::DoubleEndedIterator,2732,7,4
72,::std::iter,11,::std::iter::Map,::std::iter::Iterator,33077,66,34
72,::std::iter,12,::std::iter::Map,::std::iter::DoubleEndedIterator,2688,7,4
72,::std::iter,13,::std::iter::Map,::std::iter::ExactSizeIterator,1578,2,1
72,::std::iter,14,::std::iter::FilterMap,::std::iter::Iterator,46709,67,35
72,::std::iter,15,::std::iter::FilterMap,::std::iter::DoubleEndedIterator,3403,7,4
72,::std::iter,16,::std::iter::FlatMap,::std::iter::Iterator,25775,66,34
72,::std::iter,17,::std::iter::FlatMap,::std::iter::DoubleEndedIterator,10623,7,4
72,::std::iter,18,::std::iter::Peekable,::std::iter::Iterator,26033,66,34
72,::std::iter,19,::std::iter::Peekable,::std::iter::DoubleEndedIterator,2661,7,4
72,::std::iter,20,::std::iter::Peekable,::std::iter::ExactSizeIterator,824,2,1
72,::std::iter,21,::std::iter::Skip,::std::iter::Iterator,26030,66,34
72,::std::iter,22,::std::iter::Skip,::std::iter::DoubleEndedIterator,3736,7,4
72,::std::iter,23,::std::iter::Skip,::std::iter::ExactSizeIterator,1015,2,1
72,::std::iter,24,::std::iter::Take,::std::iter::Iterator,35311,66,34
72,::std::iter,25,::std::iter::Take,::std::iter::DoubleEndedIterator,2545,7,4
72,::std::iter,26,::std::iter::Take,::std::iter::ExactSizeIterator,754,2,1
72,::std::iter,27,::std::iter::Empty,::std::iter::Iterator,40552,66,34
72,::std::iter,28,::std::iter::Empty,::std::iter::DoubleEndedIterator,2484,7,4
72,::std::iter,29,::std::iter::Once,::std::iter::Iterator,40184,66,34
72,::std::iter,30,::std::iter::Once,::std::iter::DoubleEndedIterator,2476,7,4
72,::std::ops,0,::std::ops::RangeFrom,::std::cmp::PartialEq,1932,4,2
72,::std::ops,1,::std::ops::RangeFrom,::std::cmp::Eq,79,0,0
72,::std::ops,2,::std::ops::RangeFrom,::std::cmp::PartialOrd,7751,14,9
72,::std::ops,3,::std::ops::RangeFrom,::std::cmp::Ord,4451,8,5
72,::std::ops,4,::std::ops::RangeFromIter,::std::iter::Iterator,75219,66,34
72,::std::ops,5,::std::ops::RangeFromIter,::std::iter::Iterator,28119,66,34
72,::std::ops,6,::std::ops::RangeFromIter,::std::iter::Iterator,27512,66,34
72,::std::ops,7,::std::ops::RangeFull,::std::cmp::PartialEq,1888,4,2
72,::std::ops,8,::std::ops::RangeFull,::std::cmp::Eq,70,0,0
72,::std::ops,9,::std::ops::RangeFull,::std::cmp::PartialOrd,4902,14,9
72,::std::ops,10,::std::ops::RangeFull,::std::cmp::Ord,2691,8,5
72,::std::ops,11,::std::ops::RangeInclusive,::std::cmp::PartialEq,1722,4,2
72,::std::ops,12,::std::ops::RangeInclusive,::std::cmp::Eq,57,0,0
72,::std::ops,13,::std::ops::RangeInclusive,::std::cmp::PartialOrd,5445,14,9
72,::std::ops,14,::std::ops::RangeInclusive,::std::cmp::Ord,2827,8,5
72,::std::ops,15,::std::ops::RangeInclusiveIter,::std::iter::Iterator,25953,66,34
72,::std::ops,16,::std::ops::RangeInclusiveIter,::std::iter::Iterator,25636,66,34
72,::std::ops,17,::std::ops::RangeInclusiveIter,::std::iter::Iterator,25469,66,34
72,::std::ops,18,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,3515,7,4
72,::std::ops,19,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,897,2,1
72,::std::ops,20,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2602,7,4
72,::std::ops,21,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,812,2,1
72,::std::ops,22,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2594,7,4
72,::std::ops,23,::std::ops::RangeToInclusive,::std::cmp::PartialEq,1841,4,2
72,::std::ops,24,::std::ops::RangeToInclusive,::std::cmp::Eq,66,0,0
72,::std::ops,25,::std::ops::RangeToInclusive,::std::cmp::PartialOrd,4568,14,9
72,::std::ops,26,::std::ops::RangeToInclusive,::std::cmp::Ord,2750,8,5
72,::std::ops,27,::std::ops::RangeTo,::std::cmp::PartialEq,1966,4,2
72,::std::ops,28,::std::ops::RangeTo,::std::cmp::Eq,66,0,0
72,::std::ops,29,::std::ops::RangeTo,::std::cmp::PartialOrd,5145,14,9
72,::std::ops,30,::std::ops::RangeTo,::std::cmp::Ord,75266,8,5
72,::std::ops,31,::std::ops::Range,::std::cmp::PartialEq,1772,4,2
72,::std::ops,32,::std::ops::Range,::std::cmp::Eq,84,0,0
72,::std::ops,33,::std::ops::Range,::std::cmp::PartialOrd,5699,14,9
72,::std::ops,34,::std::ops::Range,::std::cmp::Ord,3641,8,5
72,::std::ops,35,::std::ops::RangeIter,::std::iter::Iterator,30454,66,34
72,::std::ops,36,::std::ops::RangeIter,::std::iter::Iterator,28598,66,34
72,::std::ops,37,::std::ops::RangeIter,::std::iter::Iterator,28268,66,34
72,::std::ops,38,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,3441,7,4
72,::std::ops,39,::std::ops::RangeIter,::std::iter::ExactSizeIterator,971,2,1
72,::std::ops,40,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,2627,7,4
72,::std::ops,41,::std::ops::RangeIter,::std::iter::ExactSizeIterator,771,2,1
72,::std::ops,42,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,2591,7,4
72,::std::ops,43,::std::ops::ControlFlow,::std::cmp::PartialEq,59623,4,2
72,::std::ops,44,::std::ops::ControlFlow,::std::cmp::Eq,58,0,0
72,::std::ops,45,::std::ops::ControlFlow,::std::clone::Clone,1025,2,1
72,::std::ops,46,::std::ops::Function,::std::clone::Clone,939,2,1
73,::std::iter,0,::std::iter::Rev,::std::iter::Iterator,44045,66,34
73,::std::iter,1,::std::iter::Rev,::std::iter::DoubleEndedIterator,3175,7,4
73,::std::iter,2,::std::iter::Rev,::std::iter::ExactSizeIterator,864,2,1
73,::std::iter,3,::std::iter::Chain,::std::iter::Iterator,30105,66,34
73,::std::iter,4,::std::iter::Chain,::std::iter::DoubleEndedIterator,3030,7,4
73,::std::iter,5,::std::iter::Chain,::std::iter::ExactSizeIterator,849,2,1
73,::std::iter,6,::std::iter::Enumerate,::std::iter::Iterator,42732,66,34
73,::std::iter,7,::std::iter::Enumerate,::std::iter::DoubleEndedIterator,2778,7,4
73,::std::iter,8,::std::iter::Enumerate,::std::iter::ExactSizeIterator,845,2,1
73,::std::iter,9,::std::iter::Filter,::std::iter::Iterator,30098,66,34
73,::std::iter,10,::std::iter::Filter,::std::iter::DoubleEndedIterator,2733,7,4
73,::std::iter,11,::std::iter::Map,::std::iter::Iterator,33236,66,34
73,::std::iter,12,::std::iter::Map,::std::iter::DoubleEndedIterator,2730,7,4
73,::std::iter,13,::std::iter::Map,::std::iter::ExactSizeIterator,1661,2,1
73,::std::iter,14,::std::iter::FilterMap,::std::iter::Iterator,42044,67,35
73,::std::iter,15,::std::iter::FilterMap,::std::iter::DoubleEndedIterator,3399,7,4
73,::std::iter,16,::std::iter::FlatMap,::std::iter::Iterator,26121,66,34
73,::std::iter,17,::std::iter::FlatMap,::std::iter::DoubleEndedIterator,10328,7,4
73,::std::iter,18,::std::iter::Peekable,::std::iter::Iterator,26444,66,34
73,::std::iter,19,::std::iter::Peekable,::std::iter::DoubleEndedIterator,2743,7,4
73,::std::iter,20,::std::iter::Peekable,::std::iter::ExactSizeIterator,846,2,1
73,::std::iter,21,::std::iter::Skip,::std::iter::Iterator,31412,66,34
73,::std::iter,22,::std::iter::Skip,::std::iter::DoubleEndedIterator,3714,7,4
73,::std::iter,23,::std::iter::Skip,::std::iter::ExactSizeIterator,982,2,1
73,::std::iter,24,::std::iter::Take,::std::iter::Iterator,34112,66,34
73,::std::iter,25,::std::iter::Take,::std::iter::DoubleEndedIterator,2566,7,4
73,::std::iter,26,::std::iter::Take,::std::iter::ExactSizeIterator,731,2,1
73,::std::iter,27,::std::iter::Empty,::std::iter::Iterator,41827,66,34
73,::std::iter,28,::std::iter::Empty,::std::iter::DoubleEndedIterator,2449,7,4
73,::std::iter,29,::std::iter::Once,::std::iter::Iterator,40112,66,34
73,::std::iter,30,::std::iter::Once,::std::iter::DoubleEndedIterator,2491,7,4
73,::std::ops,0,::std::ops::RangeFrom,::std::cmp::PartialEq,1868,4,2
73,::std::ops,1,::std::ops::RangeFrom,::std::cmp::Eq,78,0,0
73,::std::ops,2,::std::ops::RangeFrom,::std::cmp::PartialOrd,5613,14,9
73,::std::ops,3,::std::ops::RangeFrom,::std::cmp::Ord,2873,8,5
73,::std::ops,4,::std::ops::RangeFromIter,::std::iter::Iterator,70604,66,34
73,::std::ops,5,::std::ops::RangeFromIter,::std::iter::Iterator,28034,66,34
73,::std::ops,6,::std::ops::RangeFromIter,::std::iter::Iterator,32559,66,34
73,::std::ops,7,::std::ops::RangeFull,::std::cmp::PartialEq,1968,4,2
73,::std::ops,8,::std::ops::RangeFull,::std::cmp::Eq,67,0,0
73,::std::ops,9,::std::ops::RangeFull,::std::cmp::PartialOrd,5063,14,9
73,::std::ops,10,::std::ops::RangeFull,::std::cmp::Ord,2702,8,5
73,::std::ops,11,::std::ops::RangeInclusive,::std::cmp::PartialEq,1790,4,2
73,::std::ops,12,::std::ops::RangeInclusive,::std::cmp::Eq,54,0,0
73,::std::ops,13,::std::ops::RangeInclusive,::std::cmp::PartialOrd,5462,14,9
73,::std::ops,14,::std::ops::RangeInclusive,::std::cmp::Ord,2990,8,5
73,::std::ops,15,::std::ops::RangeInclusiveIter,::std::iter::Iterator,26169,66,34
73,::std::ops,16,::std::ops::RangeInclusiveIter,::std::iter::Iterator,26010,66,34
73,::std::ops,17,::std::ops::RangeInclusiveIter,::std::iter::Iterator,25477,66,34
73,::std::ops,18,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,3520,7,4
73,::std::ops,19,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,882,2,1
73,::std::ops,20,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2712,7,4
73,::std::ops,21,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,801,2,1
73,::std::ops,22,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2532,7,4
73,::std::ops,23,::std::ops::RangeToInclusive,::std::cmp::PartialEq,1765,4,2
73,::std::ops,24,::std::ops::RangeToInclusive,::std::cmp::Eq,72,0,0
73,::std::ops,25,::std::ops::RangeToInclusive,::std::cmp::PartialOrd,4466,14,9
73,::std::ops,26,::std::ops::RangeToInclusive,::std::cmp::Ord,2697,8,5
73,::std::ops,27,::std::ops::RangeTo,::std::cmp::PartialEq,1885,4,2
73,::std::ops,28,::std::ops::RangeTo,::std::cmp::Eq,82,0,0
73,::std::ops,29,::std::ops::RangeTo,::std::cmp::PartialOrd,5011,14,9
73,::std::ops,30,::std::ops::RangeTo,::std::cmp::Ord,69660,8,5
73,::std::ops,31,::std::ops::Range,::std::cmp::PartialEq,1794,4,2
73,::std::ops,32,::std::ops::Range,::std::cmp::Eq,52,0,0
73,::std::ops,33,::std::ops::Range,::std::cmp::PartialOrd,5591,14,9
73,::std::ops,34,::std::ops::Range,::std::cmp::Ord,3497,8,5
73,::std::ops,35,::std::ops::RangeIter,::std::iter::Iterator,30727,66,34
73,::std::ops,36,::std::ops::RangeIter,::std::iter::Iterator,28306,66,34
73,::std::ops,37,::std::ops::RangeIter,::std::iter::Iterator,28397,66,34
73,::std::ops,38,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,3310,7,4
73,::std::ops,39,::std::ops::RangeIter,::std::iter::ExactSizeIterator,998,2,1
73,::std::ops,40,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,2490,7,4
73,::std::ops,41,::std::ops::RangeIter,::std::iter::ExactSizeIterator,811,2,1
73,::std::ops,42,::std::ops::RangeIter,::std::iter::DoubleEndedIterator,2502,7,4
73,::std::ops,43,::std::ops::ControlFlow,::std::cmp::PartialEq,59586,4,2
73,::std::ops,44,::std::ops::ControlFlow,::std::cmp::Eq,67,0,0
73,::std::ops,45,::std::ops::ControlFlow,::std::clone::Clone,960,2,1
73,::std::ops,46,::std::ops::Function,::std::clone::Clone,939,2,1
74,::std::iter,0,::std::iter::Rev,::std::iter::Iterator,42945,66,34
74,::std::iter,1,::std::iter::Rev,::std::iter::DoubleEndedIterator,3228,7,4
74,::std::iter,2,::std::iter::Rev,::std::iter::ExactSizeIterator,829,2,1
74,::std::iter,3,::std::iter::Chain,::std::iter::Iterator,29953,66,34
74,::std::iter,4,::std::iter::Chain,::std::iter::DoubleEndedIterator,2871,7,4
74,::std::iter,5,::std::iter::Chain,::std::iter::ExactSizeIterator,818,2,1
74,::std::iter,6,::std::iter::Enumerate,::std::iter::Iterator,42201,66,34
74,::std::iter,7,::std::iter::Enumerate,::std::iter::DoubleEndedIterator,2712,7,4
74,::std::iter,8,::std::iter::Enumerate,::std::iter::ExactSizeIterator,821,2,1
74,::std::iter,9,::std::iter::Filter,::std::iter::Iterator,29785,66,34
74,::std::iter,10,::std::iter::Filter,::std::iter::DoubleEndedIterator,2829,7,4
74,::std::iter,11,::std::iter::Map,::std::iter::Iterator,33745,66,34
74,::std::iter,12,::std::iter::Map,::std::iter::DoubleEndedIterator,2699,7,4
74,::std::iter,13,::std::iter::Map,::std::iter::ExactSizeIterator,1736,2,1
74,::std::iter,14,::std::iter::FilterMap,::std::iter::Iterator,40790,67,35
74,::std::iter,15,::std::iter::FilterMap,::std::iter::DoubleEndedIterator,3342,7,4
74,::std::iter,16,::std::iter::FlatMap,::std::iter::Iterator,25982,66,34
74,::std::iter,17,::std::iter::FlatMap,::std::iter::DoubleEndedIterator,12369,7,4
74,::std::iter,18,::std::iter::Peekable,::std::iter::Iterator,25736,66,34
74,::std::iter,19,::std::iter::Peekable,::std::iter::DoubleEndedIterator,2681,7,4
74,::std::iter,20,::std::iter::Peekable,::std::iter::ExactSizeIterator,824,2,1
74,::std::iter,21,::std::iter::Skip,::std::iter::Iterator,26282,66,34
74,::std::iter,22,::std::iter::Skip,::std::iter::DoubleEndedIterator,3711,7,4
74,::std::iter,23,::std::iter::Skip,::std::iter::ExactSizeIterator,1070,2,1
74,::std::iter,24,::std::iter::Take,::std::iter::Iterator,33988,66,34
74,::std::iter,25,::std::iter::Take,::std::iter::DoubleEndedIterator,2511,7,4
74,::std::iter,26,::std::iter::Take,::std::iter::ExactSizeIterator,726,2,1
74,::std::iter,27,::std::iter::Empty,::std::iter::Iterator,46442,66,34
74,::std::iter,28,::std::iter::Empty,::std::iter::DoubleEndedIterator,2503,7,4
74,::std::iter,29,::std::iter::Once,::std::iter::Iterator,40107,66,34
74,::std::iter,30,::std::iter::Once,::std::iter::DoubleEndedIterator,2431,7,4
74,::std::ops,0,::std::ops::RangeFrom,::std::cmp::PartialEq,1948,4,2
74,::std::ops,1,::std::ops::RangeFrom,::std::cmp::Eq,96,0,0
74,::std::ops,2,::std::ops::RangeFrom,::std::cmp::PartialOrd,5450,14,9
74,::std::ops,3,::std::ops::RangeFrom,::std::cmp::Ord,2853,8,5
74,::std::ops,4,::std::ops::RangeFromIter,::std::iter::Iterator,70649,66,34
74,::std::ops,5,::std::ops::RangeFromIter,::std::iter::Iterator,27957,66,34
74,::std::ops,6,::std::ops::RangeFromIter,::std::iter::Iterator,27517,66,34
74,::std::ops,7,::std::ops::RangeFull,::std::cmp::PartialEq,1815,4,2
74,::std::ops,8,::std::ops::RangeFull,::std::cmp::Eq,51,0,0
74,::std::ops,9,::std::ops::RangeFull,::std::cmp::PartialOrd,5003,14,9
74,::std::ops,10,::std::ops::RangeFull,::std::cmp::Ord,2594,8,5
74,::std::ops,11,::std::ops::RangeInclusive,::std::cmp::PartialEq,1764,4,2
74,::std::ops,12,::std::ops::RangeInclusive,::std::cmp::Eq,59,0,0
74,::std::ops,13,::std::ops::RangeInclusive,::std::cmp::PartialOrd,5315,14,9
74,::std::ops,14,::std::ops::RangeInclusive,::std::cmp::Ord,2766,8,5
74,::std::ops,15,::std::ops::RangeInclusiveIter,::std::iter::Iterator,26507,66,34
74,::std::ops,16,::std::ops::RangeInclusiveIter,::std::iter::Iterator,25869,66,34
74,::std::ops,17,::std::ops::RangeInclusiveIter,::std::iter::Iterator,25817,66,34
74,::std::ops,18,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,3584,7,4
74,::std::ops,19,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,931,2,1
74,::std::ops,20,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2663,7,4
74,::std::ops,21,::std::ops::RangeInclusiveIter,::std::iter::ExactSizeIterator,799,2,1
74,::std::ops,22,::std::ops::RangeInclusiveIter,::std::iter::DoubleEndedIterator,2509,7,4
74,::std::ops,23,::std::ops::RangeToInclusive,::std::cmp::PartialEq,1738,4,2
74,::std::ops,24,::std::ops::RangeToInclusive,::std::cmp::Eq,70,0,0
74,::std::ops,25,::std::ops::RangeToInclusive,::std::cmp::PartialOrd,4394,14,9
74,::std::ops,26,::std::ops::RangeToInclusive,::std::cmp::Ord,2805,8,5
74,::std::ops,27,::std::ops::RangeTo,::std::cmp::PartialEq,1911,4,2
74,::std::ops,28,::std::ops::RangeTo,::std::cmp::Eq,76,0,0
74,::std::ops,29,::std::ops::RangeTo,::std::cmp::PartialOrd,5056,14,9
74,::std::ops,30,::std::ops::RangeTo,::std::cmp::Ord,68980,8,5
74,::std::ops,31,::std::ops::Range,::std::cmp::PartialEq,1692,4,2
74,::std::ops,32,::std::ops::Range,::std::cmp::Eq,51,0,0
74,::std::ops,33,::std::ops::Range,::std::cmp::PartialOrd,5436,14,9
74,::std::ops,34,::std::ops::Range,::std::cmp::Ord,4935,8,5
74,::std::ops,35,::std::ops::RangeIter,::std::iter::Iterator,31458,66,34
74,::std::ops,36,::std::ops::RangeIter,::std::iter::Iterator,28728,66,34
74,::std::ops,37,::std::ops::RangeIter,::std::iter::Iterator,28561,66,34
