sample,module,build_ns,install_ns,drop_ns
191,bytes,6603,33454,759
191,collections,1367,2271,265
191,collections::hash_map,9138,134191,4631
191,collections::hash_set,9626,209228,866
191,collections::vec_deque,6948,67170,806
191,char,2262,9483,328
191,f64,9632,32623,934
191,tuple,3904,19226,440
191,fmt,5519,6350,335
191,future,984,2674,232
191,i64,8316,61102,846
191,u64,6127,24997,615
191,io,3136,4564,361
191,macros,178,628,151
191,macros::builtin,1213,2396,181
191,mem,2190,7995,319
191,object,7843,104254,961
191,ops,43109,545933,4173
191,ops::generator,7057,45845,593
191,option,8167,104872,832
191,result,4842,21162,599
191,stream,1724,4001,255
191,test,2243,4408,297
191,vec,5654,25469,705
191,slice,1920,30403,273
192,iter,57793,529917,3048
192,core,3810,10495,422
192,cmp,4537,16159,669
192,any,2972,3834,322
192,clone,2356,2613,220
192,num,2133,2297,173
192,hash,496,1450,144
192,string,11865,176526,1602
192,bytes,6014,33334,743
192,collections,1336,2200,275
192,collections::hash_map,10861,139505,819
192,collections::hash_set,10184,209421,839
192,collections::vec_deque,6980,66621,819
192,char,2371,9448,296
192,f64,10066,32686,954
192,tuple,3885,17813,478
192,fmt,4972,6391,338
192,future,891,2620,194
192,i64,8332,61846,826
192,u64,5982,24903,603
192,io,2975,4638,379
192,macros,172,593,124
192,macros::builtin,1230,2435,179
192,mem,2096,8036,287
192,object,7925,105815,1002
192,ops,43145,544315,3906
192,ops::generator,5315,45264,613
192,option,8011,103100,870
192,result,4934,21465,583
192,stream,1738,3976,272
192,test,1989,4513,275
192,vec,5891,25234,712
192,slice,1786,30564,260
193,iter,46334,529519,2944
193,core,3937,10579,402
193,cmp,5907,16189,664
193,any,2854,3834,308
193,clone,1181,2586,198
193,num,2105,2296,182
193,hash,563,1503,130
193,string,13008,175151,1519
193,bytes,6700,33624,705
193,collections,1358,2213,265
193,collections::hash_map,9730,138362,837
193,collections::hash_set,9856,209692,906
193,collections::vec_deque,7182,66905,852
193,char,2215,9534,256
193,f64,9892,32683,884
193,tuple,3887,24182,511
193,fmt,5399,6487,345
193,future,947,2672,196
193,i64,9157,60903,892
193,u64,6055,24633,620
193,io,3193,4513,352
193,macros,171,615,160
193,macros::builtin,1212,2419,188
193,mem,2181,8091,294
193,object,7793,105795,922
193,ops,43110,548287,4034
193,ops::generator,5367,46982,574
193,option,8226,103811,823
193,result,5106,21480,596
193,stream,1759,4105,269
193,test,2103,4561,263
193,vec,6429,24894,705
193,slice,1892,31044,253
195,iter,46813,527650,2885
195,core,3941,10863,368
195,cmp,5796,15726,626
195,any,1746,3796,267
195,clone,2256,2636,223
195,num,3276,2283,176
195,hash,512,1401,135
195,string,12056,175629,1528
195,bytes,6569,33397,811
195,collections,1420,2185,258
195,collections::hash_map,14635,134408,869
195,collections::hash_set,9820,208214,904
195,collections::vec_deque,7454,66787,815
195,char,2378,9383,310
195,f64,11397,32002,926
195,tuple,3726,17582,470
195,fmt,5008,6395,363
195,future,1016,2629,182
195,i64,8362,60578,912
195,u64,5743,24410,619
195,io,3189,4553,337
195,macros,204,630,159
195,macros::builtin,1218,2355,184
195,mem,2124,8157,318
195,object,7598,103474,903
195,ops,44412,543539,4070
195,ops::generator,5256,46037,591
195,option,7958,104442,889
195,result,5023,21348,614
195,stream,1661,4071,259
195,test,2084,4384,248
195,vec,5625,25590,722
195,slice,1823,30751,285
196,iter,44871,527165,2976
196,core,4204,10564,482
196,cmp,4612,17337,678
196,any,1704,3792,264
196,clone,2258,2559,240
196,num,2154,2199,193
196,hash,527,1464,160
196,string,12480,179130,1556
196,bytes,6484,33032,814
196,collections,1384,2231,248
196,collections::hash_map,12719,132720,822
196,collections::hash_set,10132,209256,867
196,collections::vec_deque,6838,66997,824
196,char,2366,9489,292
196,f64,9691,33947,939
196,tuple,3959,17722,492
196,fmt,4926,6370,332
196,future,933,2717,194
196,i64,8346,61601,865
196,u64,6522,24536,616
196,io,2963,4545,364
196,macros,166,616,122
196,macros::builtin,1260,2287,190
196,mem,2042,7880,313
196,object,8091,104127,910
196,ops,43142,548606,4085
196,ops::generator,5378,45490,579
196,option,8120,105036,896
196,result,5018,21467,616
196,stream,1720,4083,238
196,test,1968,4413,252
196,vec,5733,25545,723
196,slice,1875,30770,274
198,iter,46710,531052,2961
198,core,3987,10698,420
198,cmp,4567,15810,615
198,any,1704,3754,284
198,clone,2330,2645,219
198,num,2228,2237,177
198,hash,542,1468,146
198,string,12309,176853,1479
198,bytes,6018,33257,683
198,collections,1319,2234,241
198,collections::hash_map,10981,138835,865
198,collections::hash_set,9901,210483,812
198,collections::vec_deque,6615,67365,909
198,char,2312,9380,278
198,f64,9718,31992,897
198,tuple,3778,18052,434
198,fmt,5066,6338,311
198,future,999,2755,193
198,i64,9102,60914,852
198,u64,5822,24630,620
198,io,3075,4536,347
198,macros,173,625,168
198,macros::builtin,1265,2433,180
198,mem,2103,8075,309
198,object,7673,107178,935
198,ops,42838,543302,3972
198,ops::generator,5224,46168,534
198,option,8346,103323,826
198,result,4922,21421,627
198,stream,1738,4053,242
198,test,2041,4305,258
198,vec,5846,24992,691
198,slice,1906,30706,273
